   1.5659576e-02   4.5359891e-03   1.3073684e-02   1.1608631e-02   1.0859629e-02   8.6451593e-02   4.9651000e-03   1.8457845e-02   2.6607128e-03   7.1634956e-03   1.1854439e-02   2.4039199e-02   2.4822070e-03   9.4667520e-03   3.6113951e-03   6.6630489e-03   2.7809360e-03   4.6918919e-03   6.2229599e-03   3.0476915e-02   1.7508664e-03   6.2214412e-02   4.2131605e-02   2.6658641e-02   1.1104423e-02   3.5079145e-03   1.4502638e-03   2.5136338e-03   2.7252541e-03   4.5192150e-03   5.5115151e-03   3.4659556e-02   1.5017478e-03   2.0253403e-03   9.1402695e-03   1.1992922e-02   4.9426402e-03   3.5831336e-03   8.6474090e-03   8.7883835e-03   1.5642890e-02   4.5869182e-03   2.9837264e-03   1.6272902e-02   5.4920313e-03   5.4815200e-02   5.6654055e-03   6.0120004e-02   2.8221559e-03   3.7911416e-03   1.4112436e-02   4.0794724e-02   3.3473259e-02   2.9104356e-03   4.4823937e-02   4.0383504e-02   1.0323548e-02   1.0386829e-02   6.2490068e-03   2.4499431e-03   1.8410730e-02   6.1464167e-03   6.8446146e-03   2.2261581e-02   3.8030059e-02   3.4770905e-02   7.2174868e-03   1.2830246e-02   2.2217695e-02   2.3712154e-03   8.1296716e-03   1.1785391e-02   2.9593818e-02   2.8246133e-02   4.9044578e-03   3.6095246e-03   2.0484954e-02   1.5815539e-03   3.7153010e-01   1.8910674e-02   3.1359491e-03   2.4473101e-02   1.1951076e-02   1.1628294e-02   2.0620538e-02   2.3184461e-03   1.6989750e-01   5.3370467e-03   1.5078842e-03   1.5091590e-02   2.2162717e-02   1.2463040e-02   1.7571021e-02   1.9084509e-02   1.0866533e-01   6.8334969e-03   2.8060086e-03   4.5722082e-03   1.8218097e-03   1.4500300e-02
   4.0121485e-03   1.6508211e-02   3.8625223e-03   5.1503886e-03   5.7839296e-03   2.5560597e-03   6.7513714e-02   1.2745151e-02   9.4553585e-03   4.4215343e-03   5.2512174e-03   2.9485534e-03   3.6690024e-03   7.3135292e-03   2.4279962e-03   4.9232513e-03   1.8122662e-02   7.4197966e-02   1.1366009e-02   3.1867280e-03   2.3006418e-03   4.9382378e-03   1.9339178e-02   4.2618092e-02   1.0264008e-02   6.4790451e-02   9.6931961e-03   7.1125282e-03   5.2190445e-02   5.1702316e-02   2.1622256e-02   3.5267851e-03   6.0288711e-03   2.6770594e-03   3.6865829e-02   9.8299430e-03   5.6681587e-03   1.4442088e-02   7.6515778e-03   4.4584305e-03   1.6445762e-02   2.2635235e-02   1.2101578e-03   1.1322935e-03   5.4618026e-03   8.2837312e-04   1.9930216e-03   7.8569321e-02   1.4253614e-02   1.1072278e-02   3.9791288e-03   5.1569866e-04   7.2963557e-03   9.6636012e-02   1.4586194e-02   1.4853267e-03   4.0925878e-03   1.1807610e-02   2.4735005e-02   7.3595625e-03   2.2327495e-02   8.7740277e-03   2.9018970e-02   4.1920360e-03   2.2307556e-03   2.3907106e-02   1.0690180e-02   3.2427465e-03   1.6491266e-03   1.7110157e-03   3.2550075e-03   2.7398955e-03   9.7826609e-03   5.6387651e-03   2.4731759e-02   4.6543925e-03   2.7486978e-03   1.6984626e-02   3.6453816e-03   3.2261384e-03   5.4524790e-02   5.1043918e-03   1.3212835e-02   5.3323298e-03   6.1295134e-03   1.5185007e-02   2.3157837e-03   3.7640033e-02   1.7214959e-02   1.0483662e-02   1.6585631e-02   3.2886526e-02   3.6829515e-03   4.0877469e-02   1.1585853e-02   3.1485094e-03   1.0870337e-02   1.5150571e-02   2.3358664e-02   1.0946619e-02
   6.3179037e+00   5.6046049e+00   2.5566778e+00   1.1875010e+01   1.4509184e+01   3.2303383e+00   1.3150795e+00   2.3502443e+00   1.4363458e+01   2.2838680e+00   1.1702725e+01   4.9615914e+00   5.5347626e+00   1.1878894e+00   7.2901758e+00   8.4776991e+00   1.0995956e+01   7.0626063e+00   8.6494004e+00   7.6206497e+00   1.0815087e+01   2.7872890e+01   1.9541820e+01   1.9150627e+00   1.2904970e+01   2.9574744e+00   2.1806703e+00   7.3701445e+00   1.4821870e+00   7.2062280e+00   4.0065540e+00   5.0931328e+01   2.5648974e+00   3.4986379e+00   6.1282715e+00   2.8740214e+01   6.8244240e+00   6.1852463e+00   8.7255538e+00   5.1759372e+00   3.0130685e+00   1.0795556e+01   3.8851071e+00   2.1119421e+00   2.5142184e+01   1.1266188e+01   2.0715718e+00   1.0823980e+01   6.4456245e+00   8.5958732e-01   1.3803461e+00   1.0328446e+00   9.9919212e+00   4.8296983e+00   1.8007897e+01   3.8230414e+00   1.8199020e-01   4.4479306e+00   3.8362950e+00   6.9360466e+00   9.2103684e+00   2.8034447e+00   9.8448703e+01   1.7102870e+00   5.5009538e+00   3.0836139e+00   2.9653912e+01   1.5480714e+01   2.6467444e+01   1.3143560e+00   2.6170077e+00   4.6894078e+00   1.1689448e+00   4.7258181e+00   2.0173674e+00   1.5812298e+00   4.4376087e+00   1.0804060e+01   3.5533256e+00   5.8226006e+00   2.4848089e+00   2.0357948e-01   4.1200833e+00   2.0441511e+01   5.9116131e+00   2.2858725e+00   3.4196684e-01   9.9590749e+00   9.9869529e+00   2.7607749e+00   6.7492731e+00   1.3191980e+00   3.3501095e+00   5.4176756e+00   7.1195083e-01   6.2443034e+00   5.0711096e+00   1.5495086e+01   6.4269216e+00   1.8477619e+01
   5.3559313e-03   2.8707938e-02   1.2070159e-02   3.9581022e-03   2.8709062e-03   2.1206354e-02   1.7729847e-03   3.7822393e-02   3.6774604e-02   1.0001497e-02   1.4208394e-02   1.3523870e-02   4.1039305e-03   9.7906156e-02   3.0832092e-03   7.9249586e-03   2.2667363e-02   6.9827903e-04   5.6308246e-03   2.7663301e-02   4.3889638e-02   2.6654774e-02   4.9329078e-03   4.0829306e-03   5.4052402e-03   2.0424762e-03   9.2181124e-03   5.8851698e-02   1.8590711e-02   2.9488793e-03   3.3032314e-03   1.5443154e-02   2.3985291e-03   1.7325549e-02   2.2505828e-02   2.7704288e-03   1.1192884e-02   2.6025735e-02   3.1497059e-03   2.1266009e-03   8.3678329e-03   2.5944840e-02   9.7702573e-03   2.4449388e-03   3.8347230e-03   1.3849529e-02   3.4771306e-03   1.6973719e-02   1.8210757e-03   6.4012531e-03   1.1494207e-02   3.4231821e-02   3.6943922e-02   1.3834804e-02   8.3401142e-04   1.3436402e-02   3.9316423e-03   8.7798076e-02   6.1808756e-03   5.2271504e-02   5.4125011e-03   1.7105273e-02   4.4437130e-03   5.3909835e-03   3.0086384e-02   6.3206974e-03   3.8339461e-03   2.0389003e-02   7.2968766e-03   6.2133383e-03   6.2415147e-03   8.6497389e-03   1.6105678e-03   3.6385555e-02   2.0299811e-02   2.6279615e-02   5.7102878e-03   6.2444616e-02   7.4828838e-03   4.8606909e-03   1.0294802e-02   1.2708755e-02   1.9944263e-02   2.1416623e-03   1.5165928e-03   1.1090931e-02   1.9630664e-02   8.2891882e-02   2.5254862e-02   1.3542349e-03   3.7697886e-02   5.8238744e-03   2.5352337e-02   2.7455730e-02   2.5455756e-02   4.1266155e-03   4.9667008e-03   1.2697581e-02   1.1909623e-02   2.0576381e-02
   5.1569272e-03   8.1289790e-04   1.1236033e-03   7.4369866e-04   4.2245067e-04   4.2129276e-04   2.6464458e-04   1.2850322e-04   2.1126570e-04   3.8484602e-03   8.8990367e-04   6.4708301e-04   2.8114735e-04   4.5104305e-04   2.6732095e-04   1.8613070e-04   1.8354519e-03   1.6829220e-04   2.2088031e-04   1.2126208e-03   4.7064993e-04   2.4848147e-03   6.7459792e-05   1.1778690e-04   4.6718727e-04   5.3034564e-04   2.0438123e-04   1.6159987e-03   2.8263569e-03   2.7452064e-03   1.4895188e-04   2.9549287e-04   7.9906112e-04   1.2543306e-03   1.3964648e-03   1.7658264e-03   3.2336871e-03   1.3420633e-04   6.3497555e-04   2.5980231e-03   6.3716220e-04   3.3145456e-04   1.6841664e-03   3.9845291e-05   6.2542466e-04   1.4238427e-03   1.4798953e-03   1.2802949e-03   2.0568660e-03   1.3407876e-03   1.0207467e-03   3.0018846e-03   1.4713466e-03   1.7760042e-04   7.8925983e-04   7.4598655e-04   9.5259654e-04   2.2716373e-03   1.2291588e-03   8.3624397e-04   1.1905647e-04   8.7756845e-05   2.8946963e-03   1.1059538e-03   1.3883725e-03   1.4326464e-03   1.9835356e-03   1.0350421e-03   1.3487517e-04   2.0360433e-03   3.2999701e-04   1.9863510e-03   1.0218802e-03   8.7892942e-04   1.1606252e-03   6.3205228e-04   1.0726129e-02   1.1644960e-03   2.0346607e-03   2.7289212e-03   2.9782833e-03   2.2059212e-03   5.3444129e-04   1.0822485e-03   2.4861710e-04   9.6571727e-04   1.6070301e-03   1.5793377e-03   1.0905611e-03   6.7785843e-04   7.1538528e-04   1.6854233e-03   4.5723872e-04   1.9835767e-04   3.5964581e-04   6.4913646e-04   1.0168292e-04   1.2742980e-03   6.8499437e-05   9.4491991e-04
   1.5471627e-02   1.1358370e-02   3.0955940e-02   7.7487919e-03   5.8339943e-02   9.8464346e-03   1.1514392e-02   1.0388743e-02   6.0129141e-02   1.8373039e-01   4.2441429e-03   2.8211553e-03   4.8612617e-02   1.1172902e-02   4.4564907e-03   3.3889800e-02   3.0814775e-02   8.2222561e-03   1.0177802e-02   6.1164439e-03   3.0228737e-02   3.1281387e-02   5.5267396e-03   1.3482487e-02   6.8018805e-03   1.3228604e-02   2.3713792e-02   1.1278076e-02   3.8239394e-03   2.7547424e-02   9.6445729e-03   1.7890851e-02   1.7994302e-02   3.0341287e-03   1.0186102e-02   1.1579052e-02   9.0668201e-02   2.1109405e-02   1.8516973e-01   1.7948741e-02   1.9452660e-02   3.4373124e-02   4.9626426e-02   1.2480558e-01   1.1672853e-02   1.6766445e-03   3.9448455e-03   4.9980316e-03   5.9792677e-03   2.6870144e-03   1.9667176e-02   5.3709857e-03   9.8088253e-02   1.0984897e-01   2.9526842e-02   1.0774522e-02   1.6101710e-02   3.7379630e-03   3.1180710e-02   1.2558940e-02   3.7328196e-03   9.1921902e-03   7.1040989e-03   1.6601831e-02   1.2542670e-02   1.7571183e-02   6.6336263e-03   1.7940643e-02   1.9265399e-02   2.2773616e-02   1.2612785e-02   8.8552128e-03   8.9322527e-02   1.8498648e-01   2.2996778e-02   1.3388965e-03   4.2980553e-03   2.0095601e-02   2.2559476e-02   1.4214579e-03   6.3862218e-02   1.1750545e-02   1.6674699e-02   8.5715428e-03   8.4330563e-03   4.7220111e-02   1.9140620e-02   4.5956082e-03   8.1186347e-03   2.4903707e-02   5.3599409e-03   7.1077804e-03   2.2700582e-02   7.0761495e-02   1.1964898e-02   2.3012881e-02   5.5274141e-02   1.4604712e-02   1.3372666e-02   5.6813690e-03
   1.4093083e+01   1.5863390e+01   1.6666369e+01   1.0000000e+02   2.0818671e+01   1.8646701e+01   4.5142021e+00   9.4321783e+01   4.3120223e+01   7.3621388e+00   9.1517258e+00   1.5751974e+00   1.0000000e+02   2.4643364e+01   1.7918432e+01   9.0368485e+00   1.0000000e+02   6.3696563e+01   6.7700519e+01   1.9277335e+01   3.6864725e+01   1.0000000e+02   3.2403431e+01   1.8992713e+01   1.8645971e+00   3.1854515e+00   9.9427610e+00   7.0620534e+01   3.2840594e+01   1.2158948e+01   8.9321704e+01   8.1978317e+01   2.4615009e+01   3.9628077e+01   9.6737531e+01   1.2444802e+01   1.0000000e+02   8.3650974e+00   4.8319897e+01   1.0137923e+01   4.8020204e+00   1.8566242e+01   4.1125482e+01   3.9692550e+01   5.2330032e+01   3.2726533e+00   8.1695475e+00   1.9334591e+01   1.8191897e+01   6.4969721e+00   2.1457395e+01   1.0000000e+02   2.7178908e+01   3.7648008e+01   1.7984982e+00   5.7482150e+01   1.0021068e+01   4.1886975e+01   1.0000000e+02   8.5730627e+01   1.0666035e+01   6.5748977e+00   2.7340346e+01   8.8337275e+00   9.9657273e+01   6.2613214e+01   2.8235274e+01   1.2954421e+01   3.6030559e+01   2.8372787e+01   4.3701264e+01   7.8655120e+01   3.7776872e+01   1.0000000e+02   2.2626845e+01   4.7378685e+01   2.4220383e+01   4.2022318e+00   7.1233289e+00   2.4990446e+01   1.4272203e+01   1.3559292e+01   6.2953517e+01   2.8720633e+01   1.6356486e+01   8.0155255e+01   1.3726632e+01   2.6214043e+01   7.3978752e+00   1.5941824e+01   2.0114165e+01   1.1274518e+01   5.7850484e+00   1.0149555e+01   2.4424462e+01   6.5062388e+01   3.1928242e+01   7.8310140e+01   1.0000000e+02   1.7918019e+01
   4.5788456e-02   3.4294226e-01   1.3554828e-01   1.0712701e-01   6.4771059e-02   5.7814530e-02   1.0712430e-01   6.3595004e-02   1.6804825e-02   3.3624977e-01   1.3275993e-01   2.6636797e-01   8.4627790e-02   2.5305038e-01   4.8240189e-01   3.9316061e-02   2.5361913e-01   6.8808961e-01   4.2248471e-02   4.1137984e-02   4.1593743e-02   1.8695195e-01   1.7111733e-01   5.2195372e-02   2.1970807e-02   3.0482670e-01   1.8949991e-01   1.7027073e-02   1.1160046e-01   1.9000674e-01   8.9049606e-02   5.3355722e-01   7.0025948e-02   8.4594865e-02   1.0042111e-01   8.4748106e-02   9.2742757e-03   2.7356340e-01   2.0473401e-02   1.1080287e+00   1.4513829e-01   1.5818052e-01   1.6261627e-01   1.1065881e-02   1.6988733e-01   2.7917016e-01   4.9301712e-03   2.6394716e-02   4.1371665e-02   5.1850626e-02   5.6181587e-02   3.3955568e-01   1.2314336e+00   7.8170700e-02   7.9709484e-02   2.5399783e-01   6.9160958e-02   8.2209309e-01   3.7445187e-02   3.8928350e-02   1.8620142e-01   4.2841829e-01   2.6286151e-02   2.2026424e-02   6.2209398e-02   2.7236105e-02   2.0083990e-01   3.8349526e-01   1.4896938e-01   1.5546191e-01   8.5209693e-02   5.3365428e-01   2.1367760e-01   3.3526715e-02   4.3382443e-01   4.8996268e-01   1.3729098e-01   3.8835598e-02   6.2007611e-02   1.5309464e-01   3.5718976e-01   3.2498027e-01   2.1490128e-01   6.8434327e-02   1.5763005e-01   5.5619234e-02   1.6121001e-01   2.5195965e-02   2.5633092e-02   6.7039690e-02   7.3344238e-02   1.8996737e+00   8.8416639e-02   1.3073414e-01   5.7567451e-01   1.0497116e-01   1.8878044e-01   7.5111425e-02   3.6103890e-01   1.1611598e-01
   5.6467427e-02   1.1893098e-01   5.7723413e-02   1.4889359e-01   1.6329918e-02   1.0390418e-01   8.8454718e-02   6.2064177e-02   3.8833720e-01   2.8287984e-02   5.2732578e-02   1.3453522e-01   7.8338996e-02   7.0631268e-02   2.3534664e-02   5.6690201e-03   5.2813385e-02   1.8615898e+00   1.5438674e-01   3.6156218e-01   7.3211449e-02   8.9412863e-02   1.1078220e-01   1.3624451e-01   7.9434835e-01   3.5129341e-02   3.1516138e-01   1.0455529e-02   5.0638170e-02   1.7652694e-01   6.0506217e-01   3.3702646e-02   2.7420666e-01   1.1010093e-01   2.4873162e-01   3.1742710e-02   3.4932125e-02   2.9475488e-02   1.4658820e-02   8.8372064e-02   1.3968539e-01   4.1209277e-02   1.9927738e-01   7.0403622e-02   6.6556734e-02   8.5623899e-01   2.6136414e-01   5.4903875e-02   1.5160482e-01   6.1525478e-02   1.3490996e-01   2.7233597e-01   3.2020197e-01   4.1280980e-02   5.0986242e-02   1.5634428e-01   2.1118594e-01   1.8750420e-02   2.4343219e-02   6.9763940e-02   1.9766374e-01   5.7386535e-02   1.7295854e-01   6.2237910e-02   1.2539032e-01   6.7617172e-01   2.5038021e-01   1.2163372e-02   6.6075430e-02   3.3507267e-02   9.9466996e-02   2.4660961e-01   8.8437814e-02   5.1320278e-02   9.3276448e-01   5.1235974e-02   1.8365299e-01   1.5579087e-01   1.1853265e-01   1.1440579e+00   3.5704093e-01   6.3960228e-02   1.2167238e-01   1.2175954e-01   1.5491126e-01   1.5008248e-01   7.3345758e-02   2.0144941e-02   2.5690704e-01   1.3962269e-01   8.9137818e-02   1.1990823e-01   2.3710843e-01   2.7897225e-02   2.2369280e-02   7.7589687e-02   1.1355676e-01   7.5782338e-02   4.4569422e-02   6.1610396e-01
   2.4178035e-02   2.4434418e-02   1.2334797e-03   3.6711574e-03   1.0632858e-02   5.4232797e-03   3.4135479e-02   3.0998880e-03   1.7329778e-02   3.5735676e-03   1.1065499e-02   7.8043547e-03   6.5767298e-03   3.1383184e-02   2.0627329e-03   7.3297304e-03   1.0336583e-02   7.7054321e-03   1.0548483e-02   8.1110859e-03   1.3858908e-02   6.5982839e-03   1.7509389e-03   2.3565627e-02   1.6604775e-02   9.1952174e-03   2.5133502e-02   4.7629059e-03   1.2079195e-02   3.5895913e-03   6.3834579e-03   4.3148629e-03   4.7184135e-03   4.9879490e-02   4.2213756e-02   1.1249986e-02   9.4815644e-03   2.9133388e-03   1.5902742e-02   3.3647205e-03   6.7799423e-03   2.3560039e-02   3.9579837e-03   4.3581884e-02   5.1347109e-03   7.7003949e-03   6.3591197e-03   3.1193133e-03   2.5291408e-03   3.5098859e-02   1.0356977e-02   3.0649543e-03   5.5023093e-02   1.7107360e-02   8.9903376e-03   8.9165326e-03   1.0906641e-02   4.2280197e-03   1.0488877e-02   2.9529902e-03   6.4537331e-03   2.1491316e-02   2.1703861e-02   2.1678289e-02   5.1605026e-02   1.5096525e-02   3.6114533e-03   1.3132427e-02   2.8141743e-02   8.6696587e-03   7.1823737e-03   5.6353773e-03   1.0720153e-02   1.1358082e-03   5.4506965e-03   1.3935739e-02   6.6396471e-02   2.8879522e-03   4.2378053e-02   5.3102015e-03   3.5493106e-02   2.4324952e-02   1.2110303e-02   7.4511962e-02   1.1055745e-02   1.6484091e-03   2.8012831e-03   4.4741547e-03   2.4708080e-02   5.9992782e-04   6.5409676e-03   8.9485568e-03   1.6267245e-03   3.2537187e-03   4.0192406e-03   8.3326281e-03   2.5374237e-03   1.6447580e-02   1.0934879e-02   7.6939259e-02
